224	(85, 255, 170)	mediumseagreen	6	5
225	(114, 184, 149)	mediumseagreen	7	1
226	(78, 220, 149)	mediumseagreen	7	3
227	(43, 255, 149)	mediumseagreen	7	5
228	(85, 170, 128)	mediumseagreen	8	1
229	(43, 213, 128)	mediumseagreen	8	3
230	(0, 255, 128)	mediumseagreen	8	5
231	(71, 141, 106)	mediumseagreen	9	1
232	(35, 177, 106)	mediumseagreen	9	3
233	(0, 213, 106)	mediumseagreen	9	5
234	(56, 114, 85)	mediumseagreen	10	1
235	(29, 141, 85)	mediumseagreen	10	3
236	(0, 170, 85)	mediumseagreen	10	5
237	(43, 85, 64)	mediumseagreen	11	1
238	(21, 106, 64)	mediumseagreen	11	3
239	(0, 128, 64)	mediumseagreen	11	5
240	(29, 56, 43)	mediumseagreen	12	1
241	(14, 71, 43)	mediumseagreen	12	3
242	(0, 85, 43)	mediumseagreen	12	5
243	(248, 252, 252)	aqua	1	1
244	(247, 253, 253)	aqua	1	3
245	(244, 255, 255)	aqua	1	5
246	(241, 248, 248)	aqua	2	1
247	(237, 252, 252)	aqua	2	3
248	(234, 255, 255)	aqua	2	5
249	(226, 241, 241)	aqua	3	1
250	(220, 248, 248)	aqua	3	3
251	(213, 255, 255)	aqua	3	5
252	(199, 226, 226)	aqua	4	1
253	(184, 241, 241)	aqua	4	3
254	(170, 255, 255)	aqua	4	5
255	(170, 213, 213)	aqua	5	1
256	(149, 234, 234)	aqua	5	3
257	(128, 255, 255)	aqua	5	5
258	(141, 199, 199)	aqua	6	1
259	(114, 226, 226)	aqua	6	3
260	(85, 255, 255)	aqua	6	5
261	(114, 184, 184)	aqua	7	1
262	(78, 220, 220)	aqua	7	3
263	(43, 255, 255)	aqua	7	5
264	(85, 170, 170)	aqua	8	1
265	(43, 213, 213)	aqua	8	3
266	(0, 255, 255)	aqua	8	5
267	(71, 141, 141)	aqua	9	1
268	(35, 177, 177)	aqua	9	3
269	(0, 213, 213)	aqua	9	5
270	(56, 114, 114)	aqua	10	1
271	(29, 141, 141)	aqua	10	3
272	(0, 170, 170)	aqua	10	5
273	(43, 85, 85)	aqua	11	1
274	(21, 106, 106)	aqua	11	3
275	(0, 128, 128)	aqua	11	5
276	(29, 56, 56)	aqua	12	1
277	(14, 71, 71)	aqua	12	3
278	(0, 85, 85)	aqua	12	5
279	(248, 250, 252)	skyblue	1	1
280	(247, 250, 253)	skyblue	1	3
281	(244, 250, 255)	skyblue	1	5
282	(241, 244, 248)	skyblue	2	1
283	(237, 244, 252)	skyblue	2	3
284	(234, 244, 255)	skyblue	2	5
285	(226, 234, 241)	skyblue	3	1
286	(220, 234, 248)	skyblue	3	3
287	(213, 234, 255)	skyblue	3	5
288	(199, 213, 226)	skyblue	4	1
289	(184, 213, 241)	skyblue	4	3
290	(170, 213, 255)	skyblue	4	5
291	(170, 191, 213)	skyblue	5	1
292	(149, 191, 234)	skyblue	5	3
293	(128, 191, 255)	skyblue	5	5
294	(141, 170, 199)	skyblue	6	1
295	(114, 170, 226)	skyblue	6	3
296	(85, 170, 255)	skyblue	6	5
297	(114, 149, 184)	skyblue	7	1
298	(78, 149, 220)	skyblue	7	3
299	(43, 149, 255)	skyblue	7	5
300	(85, 128, 170)	skyblue	8	1
301	(43, 128, 213)	skyblue	8	3
302	(0, 128, 255)	skyblue	8	5
303	(71, 106, 141)	skyblue	9	1
304	(35, 106, 177)	skyblue	9	3
305	(0, 106, 213)	skyblue	9	5
306	(56, 85, 114)	skyblue	10	1
307	(29, 85, 141)	skyblue	10	3
308	(0, 85, 170)	skyblue	10	5
309	(43, 64, 85)	skyblue	11	1
310	(21, 64, 106)	skyblue	11	3
311	(0, 64, 128)	skyblue	11	5
312	(29, 43, 56)	skyblue	12	1
313	(14, 43, 71)	skyblue	12	3
314	(0, 43, 85)	skyblue	12	5
315	(248, 248, 252)	blue	1	1
316	(247, 247, 253)	blue	1	3
317	(244, 244, 255)	blue	1	5
318	(241, 241, 248)	blue	2	1
319	(237, 237, 252)	blue	2	3
320	(234, 234, 255)	blue	2	5
321	(226, 226, 241)	blue	3	1
322	(220, 220, 248)	blue	3	3
323	(213, 213, 255)	blue	3	5
324	(199, 199, 226)	blue	4	1
325	(184, 184, 241)	blue	4	3
326	(170, 170, 255)	blue	4	5
327	(170, 170, 213)	blue	5	1
328	(149, 149, 234)	blue	5	3
329	(128, 128, 255)	blue	5	5
330	(141, 141, 199)	blue	6	1
331	(114, 114, 226)	blue	6	3
332	(85, 85, 255)	blue	6	5
333	(114, 114, 184)	blue	7	1
334	(78, 78, 220)	blue	7	3
335	(43, 43, 255)	blue	7	5
336	(85, 85, 170)	blue	8	1
337	(43, 43, 213)	blue	8	3
338	(0, 0, 255)	blue	8	5
339	(71, 71, 141)	blue	9	1
340	(35, 35, 177)	blue	9	3
341	(0, 0, 213)	blue	9	5
342	(56, 56, 114)	blue	10	1
343	(29, 29, 141)	blue	10	3
344	(0, 0, 170)	blue	10	5
345	(43, 43, 85)	blue	11	1
346	(21, 21, 106)	blue	11	3
347	(0, 0, 128)	blue	11	5
348	(29, 29, 56)	blue	12	1
349	(14, 14, 71)	blue	12	3
350	(0, 0, 85)	blue	12	5
351	(250, 248, 252)	vilet bule	1	1
352	(250, 247, 253)	vilet bule	1	3
353	(250, 244, 255)	vilet bule	1	5
354	(244, 241, 248)	vilet bule	2	1
355	(244, 237, 252)	vilet bule	2	3
356	(244, 234, 255)	vilet bule	2	5
357	(234, 226, 241)	vilet bule	3	1
358	(234, 220, 248)	vilet bule	3	3
359	(234, 213, 255)	vilet bule	3	5
360	(213, 199, 226)	vilet bule	4	1
361	(213, 184, 241)	vilet bule	4	3
362	(213, 170, 255)	vilet bule	4	5
363	(191, 170, 213)	vilet bule	5	1
364	(191, 149, 234)	vilet bule	5	3
365	(191, 128, 255)	vilet bule	5	5
366	(170, 141, 199)	vilet bule	6	1
367	(170, 114, 226)	vilet bule	6	3
368	(170, 85, 255)	vilet bule	6	5
369	(149, 114, 184)	vilet bule	7	1
370	(149, 78, 220)	vilet bule	7	3
371	(149, 43, 255)	vilet bule	7	5
372	(128, 85, 170)	vilet bule	8	1
373	(128, 43, 213)	vilet bule	8	3
374	(128, 0, 255)	vilet bule	8	5
375	(106, 71, 141)	vilet bule	9	1
376	(106, 35, 177)	vilet bule	9	3
377	(106, 0, 213)	vilet bule	9	5
378	(85, 56, 114)	vilet bule	10	1
379	(85, 29, 141)	vilet bule	10	3
380	(85, 0, 170)	vilet bule	10	5
381	(64, 43, 85)	vilet bule	11	1
382	(64, 21, 106)	vilet bule	11	3
383	(64, 0, 128)	vilet bule	11	5
384	(43, 29, 56)	vilet bule	12	1
385	(43, 14, 71)	vilet bule	12	3
386	(43, 0, 85)	vilet bule	12	5
387	(252, 248, 252)	purple	1	1
388	(253, 247, 253)	purple	1	3
389	(255, 244, 255)	purple	1	5
390	(248, 241, 248)	purple	2	1
391	(252, 237, 252)	purple	2	3
392	(255, 234, 255)	purple	2	5
393	(241, 226, 241)	purple	3	1
394	(248, 220, 248)	purple	3	3
395	(255, 213, 255)	purple	3	5
396	(226, 199, 226)	purple	4	1
397	(241, 184, 241)	purple	4	3
398	(255, 170, 255)	purple	4	5
399	(213, 170, 213)	purple	5	1
400	(234, 149, 234)	purple	5	3
401	(255, 128, 255)	purple	5	5
402	(199, 141, 199)	purple	6	1
403	(226, 114, 226)	purple	6	3
404	(255, 85, 255)	purple	6	5
405	(184, 114, 184)	purple	7	1
406	(220, 78, 220)	purple	7	3
407	(255, 43, 255)	purple	7	5
408	(170, 85, 170)	purple	8	1
409	(213, 43, 213)	purple	8	3
410	(255, 0, 255)	purple	8	5
411	(141, 71, 141)	purple	9	1
412	(177, 35, 177)	purple	9	3
413	(213, 0, 213)	purple	9	5
414	(114, 56, 114)	purple	10	1
415	(141, 29, 141)	purple	10	3
416	(170, 0, 170)	purple	10	5
417	(85, 43, 85)	purple	11	1
418	(106, 21, 106)	purple	11	3
419	(128, 0, 128)	purple	11	5
420	(56, 29, 56)	purple	12	1
421	(71, 14, 71)	purple	12	3
422	(85, 0, 85)	purple	12	5
423	(252, 248, 250)	red purple	1	1
424	(253, 247, 250)	red purple	1	3
425	(255, 244, 250)	red purple	1	5
426	(248, 241, 244)	red purple	2	1
427	(252, 237, 244)	red purple	2	3
428	(255, 234, 244)	red purple	2	5
429	(241, 226, 234)	red purple	3	1
430	(248, 220, 234)	red purple	3	3
431	(255, 213, 234)	red purple	3	5
432	(226, 199, 213)	red purple	4	1
433	(241, 184, 213)	red purple	4	3
434	(255, 170, 213)	red purple	4	5
435	(213, 170, 191)	red purple	5	1
436	(234, 149, 191)	red purple	5	3
437	(255, 128, 191)	red purple	5	5
438	(199, 141, 170)	red purple	6	1
439	(226, 114, 170)	red purple	6	3
440	(255, 85, 170)	red purple	6	5
441	(184, 114, 149)	red purple	7	1
442	(220, 78, 149)	red purple	7	3
443	(255, 43, 149)	red purple	7	5
444	(170, 85, 128)	red purple	8	1
445	(213, 43, 128)	red purple	8	3
446	(255, 0, 128)	red purple	8	5
447	(141, 71, 106)	red purple	9	1
448	(177, 35, 106)	red purple	9	3
449	(213, 0, 106)	red purple	9	5
450	(114, 56, 85)	red purple	10	1
451	(141, 29, 85)	red purple	10	3
452	(170, 0, 85)	red purple	10	5
453	(85, 43, 64)	red purple	11	1
454	(106, 21, 64)	red purple	11	3
455	(128, 0, 64)	red purple	11	5
456	(56, 29, 43)	red purple	12	1
457	(71, 14, 43)	red purple	12	3
458	(85, 0, 43)	red purple	12	5
